bar_start_utc,bar_start_kst,open,high,low,close,volume,ma20,ma50,ma200,rsi14,atr14,vol_index
2026-02-12 02:00,2026-02-12 11:00,179400.0,179600.0,177300.0,177300.0,5780034,168215.0,,,72.1,2614.16,
2026-02-12 03:00,2026-02-12 12:00,177300.0,178400.0,176900.0,178000.0,3058557,168770.0,,,73.0,2534.58,
2026-02-12 04:00,2026-02-12 13:00,178100.0,178100.0,176250.0,176400.0,3201516,169275.0,,,68.0,2485.68,
2026-02-12 05:00,2026-02-12 14:00,176400.0,178600.0,176400.0,178200.0,3923009,169865.0,,,70.4,2465.27,
2026-02-13 00:00,2026-02-13 09:00,179500.0,184400.0,178900.0,179800.0,13205781,170530.0,,,72.4,2732.04,
2026-02-13 01:00,2026-02-13 10:00,179800.0,181500.0,179100.0,180600.0,3959669,171235.0,166087.0,,73.4,2708.32,
2026-02-13 02:00,2026-02-13 11:00,180600.0,181600.0,179300.0,179900.0,2827344,171875.0,166495.0,,71.1,2679.16,
2026-02-13 03:00,2026-02-13 12:00,179900.0,181300.0,179700.0,180900.0,1667583,172585.0,166899.0,,72.4,2602.07,
2026-02-13 04:00,2026-02-13 13:00,180900.0,184400.0,180800.0,184350.0,4513790,173462.5,167378.0,,76.5,2673.35,
2026-02-13 05:00,2026-02-13 14:00,184350.0,184400.0,180900.0,181300.0,4486779,174192.5,167786.0,,67.0,2732.4,
2026-02-19 00:00,2026-02-19 09:00,188000.0,190900.0,187800.0,190200.0,0,175357.5,168300.0,,76.3,3222.94,
2026-02-19 01:00,2026-02-19 10:00,190300.0,190400.0,187100.0,188900.0,4106049,176457.5,168754.0,,73.1,3228.45,
2026-02-19 02:00,2026-02-19 11:00,188900.0,189700.0,188300.0,189000.0,2513234,177687.5,169264.0,,73.1,3097.84,
2026-02-19 03:00,2026-02-19 12:00,188900.0,189400.0,188000.0,189000.0,2100516,178837.5,169694.0,,73.1,2976.57,
2026-02-19 04:00,2026-02-19 13:00,188950.0,189200.0,187500.0,188400.0,2820558,179932.5,170132.0,,71.4,2885.39,
2026-02-19 05:00,2026-02-19 14:00,188300.0,189500.0,188050.0,188900.0,2955017,181012.5,170572.0,,72.0,2782.86,
2026-02-20 00:00,2026-02-20 09:00,190000.0,190300.0,188600.0,189700.0,4710405,182117.5,171014.0,,73.0,2705.51,
2026-02-20 01:00,2026-02-20 10:00,189600.0,190100.0,188700.0,190000.0,4837524,183242.5,171440.0,,73.4,2612.26,
2026-02-20 02:00,2026-02-20 11:00,190000.0,190200.0,189100.0,189500.0,2217611,183987.5,171976.0,,71.6,2504.24,
2026-02-20 03:00,2026-02-20 12:00,189500.0,189600.0,188700.0,189400.0,2719024,184487.5,172518.0,,71.2,2389.65,
2026-02-20 04:00,2026-02-20 13:00,189400.0,190200.0,189100.0,189500.0,2998206,185097.5,173104.0,,71.4,2297.54,
2026-02-20 05:00,2026-02-20 14:00,189400.0,190100.0,189300.0,190000.0,2733539,185697.5,173732.0,,72.2,2190.57,
2026-02-23 00:00,2026-02-23 09:00,194400.0,197600.0,194300.0,195550.0,0,186655.0,174419.0,,79.4,2576.96,
2026-02-23 01:00,2026-02-23 10:00,195550.0,195700.0,194000.0,194100.0,2887123,187450.0,175115.0,,74.0,2514.32,
2026-02-23 02:00,2026-02-23 11:00,194100.0,194700.0,192250.0,193900.0,2987949,188155.0,175887.0,,73.3,2509.72,
2026-02-23 03:00,2026-02-23 12:00,193800.0,194100.0,191200.0,192300.0,3258510,188740.0,176609.0,,67.5,2537.6,
2026-02-23 04:00,2026-02-23 13:00,192300.0,192900.0,191400.0,192000.0,2316734,189345.0,177295.0,,66.4,2463.49,
2026-02-23 05:00,2026-02-23 14:00,192000.0,193100.0,190500.0,192700.0,3487695,189935.0,177985.0,,67.7,2473.24,
2026-02-24 00:00,2026-02-24 09:00,193000.0,195000.0,192000.0,194100.0,6407480,190422.5,178751.0,,70.1,2510.86,
2026-02-24 01:00,2026-02-24 10:00,194100.0,197400.0,193800.0,196500.0,4402732,191182.5,179497.0,,73.8,2588.66,
2026-02-24 02:00,2026-02-24 11:00,196500.0,199000.0,196400.0,198300.0,4230199,191587.5,180114.0,,76.1,2589.47,
2026-02-24 03:00,2026-02-24 12:00,198400.0,200000.0,198200.0,199900.0,2766894,192137.5,180774.0,,78.0,2533.08,
2026-02-24 04:00,2026-02-24 13:00,200000.0,200000.0,199000.0,199700.0,2819431,192672.5,181442.0,,77.2,2423.57,
2026-02-24 05:00,2026-02-24 14:00,199700.0,199900.0,199100.0,199700.0,2149477,193207.5,182108.0,,77.2,2307.6,
2026-02-25 00:00,2026-02-25 09:00,202500.0,205000.0,201000.0,201500.0,7919356,193862.5,182808.0,,79.5,2521.35,
2026-02-25 01:00,2026-02-25 10:00,201500.0,204000.0,201000.0,203500.0,4130111,194592.5,183548.0,,81.6,2555.53,
2026-02-25 02:00,2026-02-25 11:00,203500.0,206000.0,203000.0,205500.0,2745357,195382.5,184316.0,,83.5,2587.28,
2026-02-25 03:00,2026-02-25 12:00,205500.0,206000.0,203000.0,204000.0,2176911,196082.5,185062.0,,77.1,2616.76,
2026-02-25 04:00,2026-02-25 13:00,204000.0,206000.0,203500.0,206000.0,2732804,196907.5,185846.0,,79.4,2608.42,
2026-02-25 05:00,2026-02-25 14:00,205750.0,206000.0,203000.0,203000.0,3333025,197587.5,186572.0,,68.5,2636.39,
2026-02-26 00:00,2026-02-26 09:00,206500.0,217500.0,206000.0,214750.0,9254514,198850.0,187529.0,,80.1,3483.79,
2026-02-26 01:00,2026-02-26 10:00,214750.0,215500.0,211500.0,214500.0,4408384,200075.0,188481.0,,79.4,3520.66,
2026-02-26 02:00,2026-02-26 11:00,214500.0,216000.0,213000.0,215750.0,2631048,201085.0,189508.0,,80.3,3483.47,
2026-02-26 03:00,2026-02-26 12:00,215500.0,216000.0,214000.0,214500.0,2212299,202105.0,190478.0,,76.7,3377.51,
2026-02-26 04:00,2026-02-26 13:00,214500.0,216000.0,214000.0,214000.0,2685346,203110.0,191428.0,,75.3,3279.12,
2026-02-26 05:00,2026-02-26 14:00,214500.0,217000.0,213500.0,216000.0,4081158,204295.0,192402.0,,77.1,3294.9,
2026-02-27 00:00,2026-02-27 09:00,210000.0,220000.0,210000.0,215000.0,12794794,205445.0,193350.0,,74.1,3773.83,
2026-02-27 01:00,2026-02-27 10:00,215000.0,215500.0,212000.0,212750.0,4765298,206447.5,194255.0,,67.8,3754.27,
2026-02-27 02:00,2026-02-27 11:00,212500.0,218500.0,212500.0,218500.0,4051090,207667.5,195133.0,,73.9,3914.68,
2026-02-27 03:00,2026-02-27 12:00,218500.0,218500.0,215500.0,217500.0,2974717,208717.5,195895.0,,71.4,3849.35,
2026-02-27 04:00,2026-02-27 13:00,217500.0,218000.0,215500.0,217250.0,2655216,209665.0,196694.0,,70.7,3752.96,
2026-02-27 05:00,2026-02-27 14:00,217000.0,223000.0,217000.0,218750.0,5633677,210607.5,197509.0,,72.4,3913.47,
2026-03-03 00:00,2026-03-03 09:00,209500.0,212500.0,207000.0,212000.0,0,211222.5,198221.0,,56.9,4473.22,
2026-03-03 01:00,2026-03-03 10:00,212000.0,212500.0,208000.0,208000.0,4343515,211637.5,198817.0,,50.1,4475.13,
2026-03-03 02:00,2026-03-03 11:00,208000.0,208250.0,203500.0,204000.0,6525617,211762.5,199301.0,,44.3,4494.77,
2026-03-03 03:00,2026-03-03 12:00,204000.0,204500.0,200000.0,202750.0,7114094,211725.0,199744.0,,42.7,4495.14,
2026-03-03 04:00,2026-03-03 13:00,202750.0,203000.0,196000.0,197500.0,8477147,211325.0,200096.0,,36.6,4674.06,
2026-03-03 05:00,2026-03-03 14:00,197500.0,201000.0,195500.0,196000.0,7998611,210925.0,200398.0,,35.0,4733.05,
2026-03-04 00:00,2026-03-04 09:00,184200.0,195900.0,179600.0,190000.0,29308091,210125.0,200511.0,,29.6,5566.41,
2026-03-04 01:00,2026-03-04 10:00,190000.0,190800.0,182400.0,184900.0,8919162,209220.0,200583.0,,25.9,5768.81,
2026-03-04 02:00,2026-03-04 11:00,184900.0,185700.0,176700.0,178400.0,9294584,207402.5,200347.0,,22.2,5999.61,
2026-03-04 03:00,2026-03-04 12:00,178400.0,181500.0,172100.0,181100.0,16067655,205732.5,200191.0,,26.9,6242.49,
2026-03-04 04:00,2026-03-04 13:00,181100.0,184100.0,175100.0,176200.0,9835072,203755.0,199935.0,,24.1,6439.46,
2026-03-04 05:00,2026-03-04 14:00,176200.0,178300.0,173400.0,176500.0,8254412,201855.0,199685.0,,24.6,6329.5,
2026-03-05 00:00,2026-03-05 09:00,195000.0,199700.0,192300.0,196700.0,20381011,200990.0,199851.0,,49.9,7534.53,
2026-03-05 01:00,2026-03-05 10:00,196700.0,198000.0,190100.0,191300.0,8367889,199755.0,199899.0,,45.5,7560.64,
2026-03-05 02:00,2026-03-05 11:00,191300.0,193900.0,191100.0,192500.0,4795206,198630.0,199955.0,,46.6,7220.59,
2026-03-05 03:00,2026-03-05 12:00,192500.0,193400.0,188200.0,189500.0,5255668,197467.5,199945.0,,44.2,7076.26,
2026-03-05 04:00,2026-03-05 13:00,189500.0,193700.0,188100.0,192900.0,4299598,196187.5,200013.0,,47.6,6970.82,
2026-03-05 05:00,2026-03-05 14:00,193000.0,195200.0,192200.0,193000.0,4659207,194962.5,200085.0,,47.7,6687.19,
2026-03-06 00:00,2026-03-06 09:00,186100.0,189500.0,185000.0,185700.0,9710557,193385.0,200009.0,,41.4,6780.96,
2026-03-06 01:00,2026-03-06 10:00,185750.0,186400.0,181000.0,185100.0,7165494,191702.5,199911.0,,41.0,6682.32,
2026-03-06 02:00,2026-03-06 11:00,185100.0,186200.0,184300.0,185100.0,2364746,190357.5,199702.0,,41.0,6340.72,
2026-03-06 03:00,2026-03-06 12:00,185100.0,186800.0,184200.0,186600.0,2184370,189287.5,199552.0,,42.9,6073.53,
2026-03-06 04:00,2026-03-06 13:00,186650.0,186800.0,185100.0,185700.0,2171978,188372.5,199388.0,,42.0,5761.13,
2026-03-06 05:00,2026-03-06 14:00,185800.0,188800.0,185700.0,188700.0,3136431,187670.0,199316.0,,45.9,5571.05,
2026-03-09 00:00,2026-03-09 09:00,173500.0,175500.0,170600.0,171100.0,0,186350.0,198898.0,,32.1,6465.98,
2026-03-09 01:00,2026-03-09 10:00,171100.0,172000.0,169200.0,169300.0,4940769,185015.0,198430.0,,31.1,6204.12,
2026-03-09 02:00,2026-03-09 11:00,169200.0,172800.0,168000.0,171000.0,7121172,184065.0,197968.0,,33.3,6103.83,
2026-03-09 03:00,2026-03-09 12:00,171100.0,171800.0,169300.0,169400.0,3805866,183290.0,197426.0,,32.2,5846.41,
2026-03-09 04:00,2026-03-09 13:00,169400.0,170100.0,167500.0,167600.0,3971480,182750.0,196812.0,,31.1,5614.53,
2026-03-09 05:00,2026-03-09 14:00,167600.0,173900.0,167300.0,172900.0,6954341,182340.0,196272.0,,38.2,5684.92,
2026-03-10 00:00,2026-03-10 09:00,187600.0,190800.0,185200.0,189500.0,11360876,183005.0,196068.0,,54.1,6557.42,
2026-03-10 01:00,2026-03-10 10:00,189600.0,191500.0,188500.0,190500.0,4705089,183705.0,195884.0,,54.9,6303.32,
2026-03-10 02:00,2026-03-10 11:00,190400.0,190700.0,186500.0,186900.0,3585032,183215.0,195592.0,,51.6,6153.08,
2026-03-10 03:00,2026-03-10 12:00,187000.0,188300.0,184300.0,185600.0,4203028,182930.0,195234.0,,50.4,5999.29,
2026-03-10 04:00,2026-03-10 13:00,185500.0,187600.0,184500.0,187200.0,3201241,182665.0,194868.0,,51.8,5792.2,
2026-03-10 05:00,2026-03-10 14:00,187200.0,188000.0,186300.0,188000.0,3008916,182590.0,194548.0,,52.6,5499.9,
2026-03-11 00:00,2026-03-11 09:00,193000.0,193600.0,190200.0,191250.0,7164508,182507.5,194253.0,,55.6,5507.05,
2026-03-11 01:00,2026-03-11 10:00,191200.0,193400.0,190700.0,192700.0,3106708,182492.5,194047.0,,56.9,5306.55,
2026-03-11 02:00,2026-03-11 11:00,192800.0,193200.0,192300.0,193000.0,1553313,182857.5,193612.0,,57.2,4991.79,
2026-03-11 03:00,2026-03-11 12:00,193100.0,193500.0,192300.0,193100.0,1688489,183257.5,193184.0,,57.3,4720.95,
2026-03-11 04:00,2026-03-11 13:00,193100.0,194800.0,192700.0,194300.0,2523444,183717.5,192755.0,,58.6,4533.74,
2026-03-11 05:00,2026-03-11 14:00,194200.0,194600.0,188200.0,188500.0,4861894,183812.5,192235.0,,50.8,4667.04,
2026-03-12 00:00,2026-03-12 09:00,186600.0,190000.0,186200.0,189200.0,5817314,183987.5,191739.0,,51.6,4605.11,
2026-03-12 01:00,2026-03-12 10:00,189200.0,189200.0,187500.0,187900.0,2506818,183947.5,191177.0,,49.9,4397.6,
2026-03-12 02:00,2026-03-12 11:00,187900.0,188500.0,186200.0,186600.0,2173081,184722.5,190609.0,,48.2,4247.78,
2026-03-12 03:00,2026-03-12 12:00,186500.0,187000.0,185900.0,186800.0,1752203,185597.5,190090.0,,48.5,4022.93,
2026-03-12 04:00,2026-03-12 13:00,186750.0,187600.0,186400.0,186700.0,1600180,186382.5,189454.0,,48.4,3821.3,
2026-03-12 05:00,2026-03-12 14:00,186600.0,188000.0,186500.0,187100.0,2014620,187267.5,188846.0,,49.0,3655.49,
2026-03-13 00:00,2026-03-13 09:00,180000.0,183500.0,179900.0,182600.0,5504076,188017.5,188153.0,,42.4,3908.67,
2026-03-13 01:00,2026-03-13 10:00,182600.0,185500.0,182500.0,185500.0,2556541,188647.5,187488.0,,47.3,3843.76,
2026-03-13 02:00,2026-03-13 11:00,185400.0,186200.0,184000.0,184200.0,2481299,188382.5,186932.0,,45.5,3726.35,
2026-03-13 03:00,2026-03-13 12:00,184100.0,184700.0,183200.0,184500.0,1631507,188082.5,186462.0,,46.0,3567.33,
2026-03-13 04:00,2026-03-13 13:00,184500.0,184600.0,182400.0,183200.0,1813583,187897.5,186046.0,,44.0,3469.66,
2026-03-13 05:00,2026-03-13 14:00,183100.0,184400.0,183000.0,184200.0,1651590,187827.5,185675.0,,45.9,3321.83,
2026-03-16 00:00,2026-03-16 09:00,184600.0,188300.0,184500.0,186600.0,0,187797.5,185457.0,,50.4,3377.41,
2026-03-16 01:00,2026-03-16 10:00,186600.0,187100.0,184400.0,185800.0,2867774,187687.5,185253.0,,49.0,3329.02,
2026-03-16 02:00,2026-03-16 11:00,185800.0,186000.0,183600.0,184650.0,2086344,187357.5,185146.0,,46.9,3262.67,
2026-03-16 03:00,2026-03-16 12:00,184650.0,186600.0,184300.0,186000.0,1494778,187022.5,185168.0,,49.6,3193.9,
2026-03-16 04:00,2026-03-16 13:00,186000.0,187700.0,185900.0,186100.0,2202833,186677.5,185322.0,,49.8,3094.34,
2026-03-16 05:00,2026-03-16 14:00,186150.0,189000.0,186100.0,188800.0,2639927,186462.5,185476.0,,55.1,3080.46,
2026-03-17 00:00,2026-03-17 09:00,198000.0,198000.0,195500.0,196000.0,6595873,186547.5,185872.0,,65.6,3517.57,
2026-03-17 01:00,2026-03-17 10:00,196100.0,197000.0,195600.0,196900.0,2290516,186967.5,186280.0,,66.6,3366.31,
2026-03-17 02:00,2026-03-17 11:00,196900.0,197400.0,196400.0,196600.0,1419309,187337.5,186278.0,,65.9,3197.29,
2026-03-17 03:00,2026-03-17 12:00,196600.0,197000.0,195800.0,196300.0,1401258,187757.5,186378.0,,65.1,3054.63,
2026-03-17 04:00,2026-03-17 13:00,196400.0,196600.0,195800.0,196300.0,1502396,188242.5,186454.0,,65.1,2893.58,
2026-03-17 05:00,2026-03-17 14:00,196300.0,197000.0,195300.0,195400.0,2235163,188672.5,186572.0,,62.6,2808.33,
2026-03-18 00:00,2026-03-18 09:00,200500.0,206000.0,199700.0,206000.0,8331458,189637.5,186834.0,,74.9,3364.87,
2026-03-18 01:00,2026-03-18 10:00,206000.0,206500.0,203000.0,205000.0,4009017,190532.5,187074.0,,72.5,3374.53,
2026-03-18 02:00,2026-03-18 11:00,205000.0,205500.0,204000.0,204500.0,1767502,191627.5,187450.0,,71.2,3240.63,
2026-03-18 03:00,2026-03-18 12:00,205000.0,205500.0,204500.0,205250.0,1781576,192615.0,187853.0,,72.0,3080.59,
2026-03-18 04:00,2026-03-18 13:00,205000.0,206000.0,205000.0,206000.0,1826980,193705.0,188271.0,,72.8,2931.97,
2026-03-18 05:00,2026-03-18 14:00,206000.0,208000.0,205500.0,208000.0,3339413,194880.0,188699.0,,74.8,2901.12,
2026-03-19 00:00,2026-03-19 09:00,199900.0,203000.0,199600.0,200250.0,6567450,195732.5,188990.0,,57.1,3293.9,
2026-03-19 01:00,2026-03-19 10:00,200250.0,202500.0,200000.0,202000.0,1810566,196622.5,189256.0,,59.4,3237.19,
2026-03-19 02:00,2026-03-19 11:00,202000.0,205000.0,201000.0,204500.0,2799343,197517.5,189924.0,,62.5,3291.68,
2026-03-19 03:00,2026-03-19 12:00,204500.0,205000.0,203000.0,203750.0,1590185,198415.0,190613.0,,61.0,3199.41,
2026-03-19 04:00,2026-03-19 13:00,203500.0,203750.0,200500.0,201250.0,1727232,199245.0,191218.0,,56.1,3203.03,
2026-03-19 05:00,2026-03-19 14:00,201500.0,201500.0,200000.0,200000.0,2383467,199945.0,191830.0,,53.8,3081.38,
2026-03-20 00:00,2026-03-20 09:00,202000.0,202500.0,199400.0,200000.0,6254515,200640.0,192478.0,,53.8,3082.71,
2026-03-20 01:00,2026-03-20 10:00,200250.0,202000.0,199800.0,200500.0,2380855,201225.0,193030.0,,54.6,3019.66,
2026-03-20 02:00,2026-03-20 11:00,200500.0,201000.0,200000.0,200500.0,1734202,201450.0,193250.0,,54.6,2875.4,
2026-03-20 03:00,2026-03-20 12:00,200250.0,201500.0,200000.0,200000.0,1340382,201605.0,193440.0,,53.5,2777.16,
2026-03-20 04:00,2026-03-20 13:00,200500.0,201000.0,199500.0,199600.0,2267426,201755.0,193694.0,,52.5,2685.93,
2026-03-20 05:00,2026-03-20 14:00,199600.0,200500.0,199000.0,199800.0,2567943,201930.0,193978.0,,53.0,2601.22,
2026-03-23 00:00,2026-03-23 09:00,190500.0,191200.0,186300.0,186700.0,0,201450.0,193968.0,,31.5,3379.71,
2026-03-23 01:00,2026-03-23 10:00,186700.0,190900.0,186400.0,190100.0,4732061,201185.0,194010.0,,38.4,3459.73,
2026-03-23 02:00,2026-03-23 11:00,190000.0,190500.0,187700.0,188400.0,3253730,200305.0,193953.0,,36.4,3412.6,
2026-03-23 03:00,2026-03-23 12:00,188400.0,188900.0,187400.0,187600.0,2517693,199435.0,193851.0,,35.5,3275.99,
2026-03-23 04:00,2026-03-23 13:00,187600.0,188500.0,187200.0,188000.0,2193318,198610.0,193751.0,,36.4,3134.85,
2026-03-23 05:00,2026-03-23 14:00,187900.0,189100.0,186700.0,187500.0,3468145,197722.5,193639.0,,35.7,3082.36,
2026-03-24 00:00,2026-03-24 09:00,195500.0,196000.0,188500.0,189100.0,7348566,196877.5,193535.0,,39.5,3469.33,
2026-03-24 01:00,2026-03-24 10:00,189100.0,190100.0,185500.0,186700.0,4709019,195812.5,193499.0,,36.1,3550.09,
2026-03-24 02:00,2026-03-24 11:00,186700.0,189700.0,186000.0,188200.0,2594694,195210.0,193479.0,,39.6,3560.8,
2026-03-24 03:00,2026-03-24 12:00,188200.0,190300.0,188000.0,189700.0,2306617,194595.0,193515.0,,43.0,3470.74,
2026-03-24 04:00,2026-03-24 13:00,189600.0,190400.0,188500.0,189850.0,2023859,193862.5,193580.0,,43.3,3358.55,
2026-03-24 05:00,2026-03-24 14:00,189850.0,190300.0,187700.0,189500.0,2901476,193150.0,193634.0,,42.7,3304.37,
2026-03-25 00:00,2026-03-25 09:00,193700.0,196400.0,193000.0,196100.0,6305045,192892.5,193822.0,,55.9,3561.2,
2026-03-25 01:00,2026-03-25 10:00,196100.0,196400.0,194800.0,194900.0,2693993,192637.5,193978.0,,53.5,3421.11,
2026-03-25 02:00,2026-03-25 11:00,194900.0,194900.0,192000.0,192050.0,2889096,192240.0,194167.0,,48.2,3383.89,
2026-03-25 03:00,2026-03-25 12:00,192050.0,193000.0,191300.0,191700.0,2299557,191800.0,194291.0,,47.5,3263.61,
2026-03-25 04:00,2026-03-25 13:00,191650.0,192300.0,191200.0,191800.0,2096544,191365.0,194443.0,,47.7,3109.07,
2026-03-25 05:00,2026-03-25 14:00,191800.0,191800.0,189800.0,190100.0,3548049,190870.0,194555.0,,44.5,3029.85,
2026-03-26 00:00,2026-03-26 09:00,185500.0,185900.0,183500.0,183800.0,8303938,190080.0,194567.0,,35.0,3284.86,
2026-03-26 01:00,2026-03-26 10:00,183800.0,184700.0,181300.0,182200.0,5649652,189200.0,194527.0,186508.25,33.1,3293.08,
2026-03-26 02:00,2026-03-26 11:00,182100.0,182400.0,178900.0,180000.0,5732010,188865.0,194395.0,186610.75,30.6,3307.86,
2026-03-26 03:00,2026-03-26 12:00,179900.0,183000.0,179800.0,182700.0,3220853,188495.0,194333.0,186720.75,36.9,3300.16,
2026-03-26 04:00,2026-03-26 13:00,182600.0,183600.0,181300.0,181600.0,2632689,188155.0,194272.0,186826.75,35.5,3228.72,
2026-03-26 05:00,2026-03-26 14:00,181600.0,182200.0,180000.0,180200.0,3154624,187785.0,194156.0,186923.25,33.7,3155.24,
2026-03-27 00:00,2026-03-27 09:00,172100.0,175400.0,172000.0,172100.0,8205346,186990.0,193876.0,186961.25,25.7,3515.58,
2026-03-27 01:00,2026-03-27 10:00,172100.0,174500.0,172000.0,174000.0,3963108,186315.0,193580.0,187000.25,29.9,3443.04,
2026-03-27 02:00,2026-03-27 11:00,174000.0,175000.0,172600.0,173500.0,2939804,185535.0,193130.0,187050.25,29.4,3368.54,
2026-03-27 03:00,2026-03-27 12:00,173500.0,176200.0,173000.0,176100.0,2933775,185005.0,192714.0,187093.25,35.2,3356.5,
2026-03-27 04:00,2026-03-27 13:00,176100.0,179700.0,175300.0,179600.0,3547522,184575.0,192374.0,187158.75,42.0,3431.03,
2026-03-27 05:00,2026-03-27 14:00,179700.0,181700.0,179000.0,179100.0,4220516,184045.0,192030.0,187219.75,41.3,3378.82,
2026-03-30 00:00,2026-03-30 09:00,171000.0,175200.0,170600.0,172700.0,0,183187.5,191558.0,187245.25,33.9,3744.62,
2026-03-30 01:00,2026-03-30 10:00,172700.0,175100.0,172200.0,174100.0,3112047,182417.5,191132.0,187272.25,36.6,3684.29,
