session_date,open,high,low,close,volume,ma20,ma50,ma200,rsi14,atr14,vol_index
2021-01-04,2874.5,2946.5400390625,2869.110107421875,2944.449951171875,1026500,,,,,,
2021-01-05,2943.669921875,2990.570068359375,2921.840087890625,2990.570068359375,1519900,,,,,,
2021-01-06,2993.340087890625,3027.159912109375,2961.3701171875,2968.2099609375,1793400,,,,,,
2021-01-07,2980.75,3055.280029296875,2980.75,3031.679931640625,1524700,,,,,,
2021-01-08,3040.110107421875,3161.110107421875,3040.110107421875,3152.179931640625,1297900,,,,,,
2021-01-11,3161.89990234375,3266.22998046875,3096.18994140625,3148.449951171875,1712500,,,,,,
2021-01-12,3145.8701171875,3154.7900390625,3047.56005859375,3125.949951171875,1388600,,,,,,
2021-01-13,3128.260009765625,3164.3701171875,3109.6298828125,3148.2900390625,1578000,,,,,,
2021-01-14,3148.64990234375,3159.030029296875,3128.719970703125,3149.929931640625,1233200,,,,,,
2021-01-15,3153.840087890625,3189.89990234375,3085.89990234375,3085.89990234375,1331100,,,,,,
2021-01-18,3079.89990234375,3079.89990234375,3003.889892578125,3013.929931640625,1472000,,,,,,
2021-01-19,3013.050048828125,3092.659912109375,3013.050048828125,3092.659912109375,1353300,,,,,,
2021-01-20,3115.0400390625,3145.010009765625,3077.14990234375,3114.550048828125,1192700,,,,,,
2021-01-21,3123.27001953125,3163.2099609375,3123.27001953125,3160.840087890625,1360100,,,,,,
2021-01-22,3163.830078125,3185.260009765625,3140.60009765625,3140.6298828125,1111200,,,,66.2,81.44,
2021-01-25,3144.010009765625,3212.219970703125,3142.800048828125,3208.989990234375,1093700,,,,69.9,80.74,
2021-01-26,3203.9599609375,3209.179931640625,3132.669921875,3140.31005859375,873000,,,,62.5,80.43,
2021-01-27,3143.4599609375,3182.530029296875,3118.889892578125,3122.56005859375,924600,,,,60.8,79.23,
2021-01-28,3114.97998046875,3114.97998046875,3046.639892578125,3069.050048828125,1310500,,,,55.6,79.0,
2021-01-29,3078.72998046875,3100.219970703125,2962.699951171875,2976.2099609375,995100,3089.27,,,48.1,83.18,
2021-02-01,2976.81005859375,3056.8701171875,2947.239990234375,3056.530029296875,969300,3094.87,,,53.9,85.07,
2021-02-02,3065.56005859375,3138.949951171875,3065.56005859375,3096.81005859375,887300,3100.18,,,56.5,84.88,
2021-02-03,3108.419921875,3142.260009765625,3091.85009765625,3129.679931640625,901800,3108.26,,,58.6,82.42,
2021-02-04,3135.02001953125,3135.02001953125,3068.4599609375,3087.550048828125,1460900,3111.05,,,55.0,81.28,
2021-02-05,3098.489990234375,3124.6201171875,3081.780029296875,3120.6298828125,1193500,3109.47,,,57.2,78.54,
2021-02-08,3113.6298828125,3128.5400390625,3085.590087890625,3091.239990234375,1277200,3106.61,,,54.6,76.0,
2021-02-09,3102.25,3129.659912109375,3084.669921875,3084.669921875,2145400,3104.55,,,54.0,73.78,
2021-02-10,3088.1298828125,3111.8798828125,3064.25,3100.580078125,2152900,3102.16,,,55.3,71.91,
2021-02-15,3108.699951171875,3156.56005859375,3108.699951171875,3147.0,1604700,3102.02,,,58.9,70.77,
